Protein	logFC	adj.P.Val	class
MARS	-0.281948671	7.13184000498864e-11	Non-significant
GNL1	-0.136665277	7.15021734096177e-11	Non-significant
RBMXL1	-0.323254569	7.327652810491e-11	Non-significant
DNTTIP2	-0.134845615	7.33459736737388e-11	Non-significant
RAB11B	0.280139263747853	7.3920176556618e-11	Non-significant
HDAC7	0.123969204568934	7.40098699243866e-11	Non-significant
CRISP3	0.460723161214656	7.4246962317479e-11	Non-significant
GDPD1	-0.045555961	7.42833927353253e-11	Non-significant
FAM120B	-0.097733533	7.44007499931971e-11	Non-significant
TENT5C	-0.138198961	7.44262665817684e-11	Non-significant
ALKBH3	-0.047641525	7.5201956799118e-11	Non-significant
RBM25	-0.207772804	7.52502096019584e-11	Non-significant
SRSF5	-0.345042123	7.56547610780469e-11	Non-significant
IFT20	-0.175679726	7.62458108287644e-11	Non-significant
MICALL1	-0.270323782	7.62521639814625e-11	Non-significant
ECHS1	-0.390986096	7.63060884043781e-11	Non-significant
ANXA5	0.395384419952964	7.7810281333752e-11	Non-significant
BIN2	0.332712585228808	7.79768432504707e-11	Non-significant
CPXM2	0.343813635652936	7.90237515032883e-11	Non-significant
SGK3	-0.085206723	7.96286179373006e-11	Non-significant
FMOD	0.505744843961399	8.13527665099403e-11	Non-significant
PEX19	0.200152578424591	8.13535139595971e-11	Non-significant
RAB8B	0.264518860128714	8.19665048414718e-11	Non-significant
PTPRJ	0.244557201887643	8.33412021994599e-11	Non-significant
CASP1	0.33293400678253	8.76431005666152e-11	Non-significant
MUC1	0.60653430647384	8.81503786102551e-11	Non-significant
SHMT2	-0.384021884	9.04152989076519e-11	Non-significant
RPF1	-0.060232174	9.09775257147587e-11	Non-significant
HIST1H1A	0.33551828593188	9.11016395387406e-11	Non-significant
SNRPC	0.373072388846908	9.11628595175461e-11	Non-significant
SLC25A22	-0.453110274	9.14790979267367e-11	Non-significant
CAPN5	0.321589095722186	9.27666993067256e-11	Non-significant
LLPH	-0.063927889	9.32843629409491e-11	Non-significant
HBP1	-0.046100232	9.59547102352534e-11	Non-significant
AHNAK	0.383009050989604	9.74508830575997e-11	Non-significant
OSBP	-0.213169758	9.74508830575997e-11	Non-significant
MATN3	0.324569266011395	9.8975015829489e-11	Non-significant
CNTROB	-0.050315363	9.93087784229762e-11	Non-significant
MYLK	0.45698161854772	1.03038731911984e-10	Non-significant
MIOS	-0.126043823	1.03669161077493e-10	Non-significant
MOGS	-0.352180381	1.04968211162838e-10	Non-significant
DHX15	0.163198190874905	1.09286927764778e-10	Non-significant
DIMT1	-0.101803898	1.11760999015598e-10	Non-significant
RMC1	-0.087290814	1.13130743637081e-10	Non-significant
CD151	0.464991001810217	1.13582542349136e-10	Non-significant
KIDINS220	-0.105637337	1.14120554892545e-10	Non-significant
C6orf203	-0.117588828	1.14969355844354e-10	Non-significant
WDR33	-0.156454426	1.15712486199487e-10	Non-significant
RAB33B	-0.150642599	1.20454499084454e-10	Non-significant
NHS	0.0640294999034363	1.22324681702041e-10	Non-significant
ELOC	0.28531634019601	1.24000985843843e-10	Non-significant
TIMM50	0.239399626018358	1.25779302781915e-10	Non-significant
NPY	-0.146073227	1.26064908355362e-10	Non-significant
ERAP1	0.301591207364091	1.27692668968695e-10	Non-significant
ARHGEF28	-0.125984237	1.28876619563275e-10	Non-significant
KIF5B	0.157881651144325	1.30057215945347e-10	Non-significant
IGF2	0.175852149255936	1.36306355195033e-10	Non-significant
PFKM	0.229711352134438	1.39709149016577e-10	Non-significant
PMVK	0.454771778991691	1.39976496611856e-10	Non-significant
CMPK2	0.233006848203063	1.42316006537676e-10	Non-significant
CDKN1B	-0.193921682	1.45712460864932e-10	Non-significant
UBA3	0.25637214690517	1.46336602738312e-10	Non-significant
CIB1	0.438072034844005	1.46894120886698e-10	Non-significant
KRT16	0.6912827029638	1.47039135524194e-10	Non-significant
LRCH3	0.141265253358194	1.51665924551806e-10	Non-significant
NASP	0.270318832075461	1.51665924551806e-10	Non-significant
NXT1	0.14660390444222	1.52601056425449e-10	Non-significant
SNX2	0.222700680401707	1.53688015911522e-10	Non-significant
EMD	0.306232754491344	1.54482777694578e-10	Non-significant
AP3S1	-0.207989606	1.55793180939494e-10	Non-significant
JMJD6	-0.090544183	1.56138217424323e-10	Non-significant
HNRNPUL2	0.239462308593506	1.56138217424323e-10	Non-significant
CPXM1	0.495781515791267	1.57015077166602e-10	Non-significant
HEXDC	-0.04136103	1.57241011914122e-10	Non-significant
TXNDC9	0.226796098034585	1.60039826281024e-10	Non-significant
C5	0.519745835748817	1.60065902688199e-10	Non-significant
PAMR1	0.204793171583842	1.62773852209925e-10	Non-significant
CACYBP	0.240222950328902	1.63505521483213e-10	Non-significant
GIPC1	0.19313491039996	1.63715403636924e-10	Non-significant
SAV1	-0.078370129	1.64701940701983e-10	Non-significant
DCAF5	-0.144821858	1.65493211917398e-10	Non-significant
MRPS35	-0.165984252	1.65493211917398e-10	Non-significant
DLD	-0.402903328	1.69226610200976e-10	Non-significant
PTPN9	0.167258955407233	1.69226610200976e-10	Non-significant
JCHAIN	0.810284467160358	1.71390681441453e-10	Non-significant
OLA1	-0.246528689	1.78384583783771e-10	Non-significant
SHANK2	-0.085246133	1.8132709970726e-10	Non-significant
FYB1	0.363697713493929	1.8132709970726e-10	Non-significant
GATAD2A	0.14693405775226	1.81391812339111e-10	Non-significant
SORCS2	0.0584676667967096	1.82119022598674e-10	Non-significant
EDEM3	-0.122142576	1.84250804587797e-10	Non-significant
PTPN11	0.213010712668645	1.86423721444231e-10	Non-significant
CERS6	0.0897317076439862	1.89722931942963e-10	Non-significant
RAB11FIP4	-0.031795102	1.90545369391231e-10	Non-significant
KIAA1107	-0.098817268	1.9170645241991e-10	Non-significant
PSMB3	-0.417412543	1.9179541764254e-10	Non-significant
XRCC5	0.243651074720145	1.99336047965148e-10	Non-significant
TMEM134	-0.027382233	1.99594883526974e-10	Non-significant
CYP27A1	0.228437955149131	1.99893040953132e-10	Non-significant
SPATA5L1	-0.075104604	2.01317146335335e-10	Non-significant
LAGE3	-0.206165554	2.03051303701082e-10	Non-significant
STOML2	-0.371737235	2.04517232939295e-10	Non-significant
TOP3B	-0.093156742	2.07158235053863e-10	Non-significant
NEK6	0.134197744822561	2.09255413052878e-10	Non-significant
ATP1B1	-0.605936938	2.09331831875321e-10	Non-significant
DOP1B	0.106466383252532	2.09331831875321e-10	Non-significant
NDUFB3	-0.358889621	2.11863023892477e-10	Non-significant
EML4	-0.319071661	2.12134874671386e-10	Non-significant
MARVELD1	0.141516725768367	2.13718701930583e-10	Non-significant
CHMP5	0.311076130267807	2.13718701930583e-10	Non-significant
TRAPPC10	0.0924782777449411	2.14144256685101e-10	Non-significant
HLA_B	0.439930611228638	2.15450602290968e-10	Non-significant
C1orf210	-0.016660575	2.1567332938202e-10	Non-significant
NAV1	0.140200772686369	2.20222831689742e-10	Non-significant
RILP	-0.038308327	2.20462833005968e-10	Non-significant
DIS3L	-0.033261217	2.21572384780224e-10	Non-significant
DAB2	0.347519676107217	2.28961996928424e-10	Non-significant
HECTD4	-0.067569829	2.33271733606294e-10	Non-significant
GRIPAP1	0.168561720742529	2.34459711025565e-10	Non-significant
NCDN	0.198665906607957	2.34878503763579e-10	Non-significant
PQBP1	-0.183325233	2.35364526242767e-10	Non-significant
GMFG	0.451474353407211	2.38047560263596e-10	Non-significant
ARMC9	0.112414504692554	2.38261167332242e-10	Non-significant
MFAP5	0.336797802040401	2.47250066717052e-10	Non-significant
BMS1	-0.139145766	2.48074177111833e-10	Non-significant
MRPL22	-0.145919656	2.48451033101281e-10	Non-significant
EZR	0.348714676281292	2.5148889436387e-10	Non-significant
BSDC1	-0.205673979	2.51814562851632e-10	Non-significant
ZC2HC1A	0.214415332073873	2.5557937014858e-10	Non-significant
VAMP4	-0.038423367	2.56979958191445e-10	Non-significant
GPX2	0.589266815180541	2.57204998958163e-10	Non-significant
UBLCP1	0.206139204326371	2.59035436717107e-10	Non-significant
MVB12A	0.113336155599591	2.61877969114345e-10	Non-significant
DENND1A	0.118166625088104	2.6207072688486e-10	Non-significant
NGFR	-0.185688095	2.6828422544833e-10	Non-significant
XDH	0.286864123479939	2.74572801656662e-10	Non-significant
RAB3A	-0.123497111	2.75848334412396e-10	Non-significant
FDX2	-0.11942973	2.75848334412396e-10	Non-significant
PHYHIPL	-0.269827664	2.78885166795494e-10	Non-significant
OFD1	-0.054936868	2.78885166795494e-10	Non-significant
SCIN	0.469794212971147	2.82539981520057e-10	Non-significant
NBEA	-0.221467327	2.90975617110427e-10	Non-significant
ZMYM4	0.096753756587561	2.91886342596274e-10	Non-significant
COMMD9	0.250925601236544	2.94767244977268e-10	Non-significant
ACOT8	0.144999163071099	2.96584578836328e-10	Non-significant
FABP3	0.57070672232654	2.97838263618286e-10	Non-significant
DERL1	0.32162860051213	2.99963877449672e-10	Non-significant
GFM2	-0.125041129	3.05967493290438e-10	Non-significant
TRAPPC1	0.111644285839892	3.09007401793635e-10	Non-significant
IGFBP4	0.267101409912266	3.10460659304506e-10	Non-significant
IFI30	0.485937745204329	3.18303999552915e-10	Non-significant
MT1G	-0.833729831	3.21712544076626e-10	Non-significant
RAB6B	-0.054718154	3.30028241829782e-10	Non-significant
EPS15	0.269020511689742	3.36777269311455e-10	Non-significant
COPZ2	0.244056002294806	3.37219015830799e-10	Non-significant
DEF6	0.224470429687858	3.39308847723659e-10	Non-significant
MYH10	0.425780178306167	3.39558905792197e-10	Non-significant
PIGT	0.146325895470356	3.44300703298924e-10	Non-significant
GPX1	0.34156574147265	3.45066087544196e-10	Non-significant
TPBG	0.170054472884271	3.46294199728196e-10	Non-significant
GIMAP1	0.308799109609426	3.57881971825724e-10	Non-significant
C6orf89	-0.028646988	3.66881814196512e-10	Non-significant
COA5	-0.166850421	3.67299150356799e-10	Non-significant
SHMT1	-0.179534658	3.67299150356799e-10	Non-significant
USF1	0.123814465184433	3.683636017336e-10	Non-significant
CDC40	-0.123031929	3.69013727183092e-10	Non-significant
AKT2	0.189701334239633	3.69013727183092e-10	Non-significant
WDR48	-0.094239687	3.74185684640409e-10	Non-significant
DEFA1B	1.25659017517897	3.74951540282892e-10	UP
TOR4A	0.119087663400032	3.766615590954e-10	Non-significant
L3HYPDH	0.25795494255316	3.88771237126897e-10	Non-significant
FLOT1	0.27487656653557	3.89131304535195e-10	Non-significant
NEK3	0.0296907488314301	3.90685006825285e-10	Non-significant
OXLD1	-0.082433065	3.95037028747458e-10	Non-significant
KIAA2013	-0.165321523	4.00464129323173e-10	Non-significant
ATAT1	0.0227039412130478	4.00744002519031e-10	Non-significant
MAN2B2	-0.21601703	4.01877393969217e-10	Non-significant
HEBP1	-0.377595198	4.03883717629652e-10	Non-significant
BUD31	0.216781960994083	4.1063319174236e-10	Non-significant
TNKS1BP1	0.197428341789768	4.11803574159062e-10	Non-significant
GLRX3	0.337560114575862	4.17033961301704e-10	Non-significant
SSR3	-0.721527311	4.21828986004496e-10	Non-significant
IL1RAP	0.147475075835398	4.23320340079952e-10	Non-significant
FTH1	0.444375526941444	4.25698593126383e-10	Non-significant
PPP2R5A	0.152207434731588	4.38525467921162e-10	Non-significant
NFKBIE	0.141326385993734	4.4032810896082e-10	Non-significant
WDR92	-0.132945095	4.45338207436387e-10	Non-significant
LAD1	0.392649087122485	4.45712940965221e-10	Non-significant
RPL10A	-0.550354102	4.50232641688681e-10	Non-significant
U2AF1L5	0.535936077329185	4.56299067365405e-10	Non-significant
VTA1	0.262045954878103	4.7573543126694e-10	Non-significant
PPP1R14C	0.106150043854352	4.78733941579474e-10	Non-significant
KBTBD2	0.0465870460501532	4.80157174200445e-10	Non-significant
RNF7	0.178386617797311	4.83901443701284e-10	Non-significant
MBD3	0.133510148192154	4.94131066604785e-10	Non-significant
PPP2R1A	0.225328094811495	5.00335448997798e-10	Non-significant
FASTKD5	-0.08972514	5.02241832594225e-10	Non-significant
NOL7	-0.161122299	5.0373912602816e-10	Non-significant
MFAP4	0.968824276165463	5.05753130902014e-10	Non-significant
C16orf58	-0.264059349	5.06916249544988e-10	Non-significant
TRAF1	0.0798828825130201	5.13303906674439e-10	Non-significant
NAB2	0.141813968514557	5.16312705493958e-10	Non-significant
ESYT1	0.206182974383931	5.1946247234417e-10	Non-significant
KCTD10	0.0847106471757338	5.21518361073496e-10	Non-significant
LRPAP1	0.249675517792899	5.36687879159576e-10	Non-significant
GCNT3	0.275936595671214	5.36687879159576e-10	Non-significant
NAT1	0.0893210524224327	5.45213402922116e-10	Non-significant
CSRP2	0.514426710733094	5.46856061639312e-10	Non-significant
PPP1CB	0.332308419315924	5.67191902818153e-10	Non-significant
NAE1	-0.146629373	5.67416894688969e-10	Non-significant
GLTP	-0.229013176	5.72132853877681e-10	Non-significant
PDXK	0.342652002277763	5.74382372047627e-10	Non-significant
TYROBP	0.191723955891119	5.74990014639224e-10	Non-significant
ZNF148	-0.08739982	5.85265021985018e-10	Non-significant
UBE2M	0.348063334473248	5.93454049399179e-10	Non-significant
SRR	-0.122610683	5.94589597377035e-10	Non-significant
CELF1	0.234296204144016	6.04802869397191e-10	Non-significant
ZNFX1	0.106511567166145	6.04957693003069e-10	Non-significant
WFS1	-0.217092875	6.06335869551041e-10	Non-significant
POLRMT	-0.035084753	6.08670391752325e-10	Non-significant
RPN1	-0.544345952	6.11016674445913e-10	Non-significant
FRMD8	0.201224918681359	6.16297051215075e-10	Non-significant
MBP	-0.209852302	6.17281740917647e-10	Non-significant
RBM7	0.151917688094562	6.66125588973191e-10	Non-significant
SLC35A1	-0.097805777	6.75322588507438e-10	Non-significant
DERL3	-0.024597404	6.78266948089935e-10	Non-significant
MOB3A	0.235960441141999	6.78945697997486e-10	Non-significant
SCYL2	0.133140311975054	7.00079078461497e-10	Non-significant
C2orf69	-0.063602445	7.03668942510581e-10	Non-significant
COG6	0.179087408072727	7.04427114252851e-10	Non-significant
DENR	-0.261000073	7.15073447635514e-10	Non-significant
ARMC6	0.113346908448677	7.15501677690223e-10	Non-significant
EIF5	-0.242252234	7.15638352493979e-10	Non-significant
MIPEP	-0.18005632	7.17778313294517e-10	Non-significant
RBX1	0.235609086650893	7.20189595437431e-10	Non-significant
LRPPRC	-0.300284584	7.30439999316357e-10	Non-significant
PPP4R1	0.159393238858633	7.31642910348365e-10	Non-significant
PHLDA3	0.172297190014475	7.32699730594971e-10	Non-significant
IFT122	-0.062398496	7.3752466785647e-10	Non-significant
SSRP1	0.28843326070521	7.48782076123217e-10	Non-significant
ACOX1	0.247537142840053	7.49314656780937e-10	Non-significant
GCFC2	-0.094391967	7.5534191769959e-10	Non-significant
PTPRF	-0.162525423	7.65310481344251e-10	Non-significant
ERAL1	-0.093084685	7.83317898669658e-10	Non-significant
RPRD1A	-0.152707759	7.99013008351348e-10	Non-significant
UBXN1	0.237666528990455	8.03970072188702e-10	Non-significant
RAB25	0.299164515264499	8.11501525266149e-10	Non-significant
IMPDH1	-0.14185668	8.15807506674063e-10	Non-significant
EOGT	0.181931306295415	8.18317217588659e-10	Non-significant
HSBP1	0.238605325974702	8.25831758902913e-10	Non-significant
CLDN10	-0.324821339	8.32045016475618e-10	Non-significant
ATP6V1B1	0.115402945582063	8.33339542041211e-10	Non-significant
PADI1	0.29122202337178	8.34428922284358e-10	Non-significant
TMEM161A	-0.0241336	8.36779365378571e-10	Non-significant
MED15	0.125875352244402	8.37523581017045e-10	Non-significant
CAD	0.151626336350681	8.4044920515608e-10	Non-significant
HDAC8	0.0205688750546061	8.4044920515608e-10	Non-significant
KRT76	0.496291999655132	8.54907369309452e-10	Non-significant
CEP97	0.145178491828941	8.71016468615553e-10	Non-significant
NUDT1	0.155869562099621	8.87167679893539e-10	Non-significant
HEATR5B	-0.165739869	8.8819582377765e-10	Non-significant
GGPS1	0.168436284756627	8.92377770929707e-10	Non-significant
ITIH3	0.466968987955251	9.05729924732634e-10	Non-significant
KLK6	0.323918758598862	9.15274425650491e-10	Non-significant
UBE2D4	0.170151789803046	9.33510681974664e-10	Non-significant
PCNT	-0.11928348	9.35784187275675e-10	Non-significant
BMP1	0.225558321873973	9.49340197395843e-10	Non-significant
PTBP3	0.294148348354227	9.5975419101727e-10	Non-significant
ADH7	-0.329896077	9.5975419101727e-10	Non-significant
PPP1R1A	-0.136311009	9.62521615284574e-10	Non-significant
CDC26	-0.130257466	9.79350996897106e-10	Non-significant
SRSF1	0.412684059621673	9.79350996897106e-10	Non-significant
MPI	-0.336551804	9.81093586235921e-10	Non-significant
DDX60L	0.0820602808211577	9.81961072115067e-10	Non-significant
PNPT1	-0.280547467	9.9573321846136e-10	Non-significant
RSRC1	-0.107523177	1.00366444333081e-09	Non-significant
CCDC22	0.153830802165331	1.00620830412701e-09	Non-significant
PHKB	-0.152829878	1.00853191499511e-09	Non-significant
SACM1L	-0.335003379	1.02687831042297e-09	Non-significant
PEX14	0.138482935769237	1.02917380938319e-09	Non-significant
SMCHD1	0.173944334725483	1.03909636572388e-09	Non-significant
RAB19	-0.073278879	1.04036693050609e-09	Non-significant
C1QA	0.437579731083954	1.05241821739768e-09	Non-significant
EIF3C	-0.208963884	1.06434082160042e-09	Non-significant
GUSB	0.55704629597151	1.06726729057355e-09	Non-significant
SYAP1	-0.27235596	1.07227322200248e-09	Non-significant
CORO1B	0.345552786470446	1.10453986120606e-09	Non-significant
MCM5	0.278185787158178	1.11544849630296e-09	Non-significant
DGKA	0.207783029061452	1.14986111711043e-09	Non-significant
LMO4	0.0683085913242932	1.16906399555122e-09	Non-significant
HSD17B4	0.264747562271574	1.17483206706028e-09	Non-significant
TK2	-0.210630408	1.17495469878071e-09	Non-significant
NFIX	-0.186443744	1.18462949394734e-09	Non-significant
TTLL12	0.231704797320234	1.18570925769065e-09	Non-significant
MRM1	-0.040971523	1.18790749514693e-09	Non-significant
TSEN15	-0.047506521	1.20051672544293e-09	Non-significant
C5orf51	0.135340604707836	1.20498330527407e-09	Non-significant
TCEAL5	-0.157850984	1.21680585486154e-09	Non-significant
ACTN3	0.273882791727146	1.22355211223347e-09	Non-significant
WASHC5	0.140061815649496	1.22694382346564e-09	Non-significant
PSMG1	-0.2027349	1.22713184050716e-09	Non-significant
FES	0.194763157058602	1.22949969017314e-09	Non-significant
FASTKD2	-0.10280959	1.23000811990646e-09	Non-significant
MANF	-0.42078949	1.2351421313908e-09	Non-significant
COL4A2	0.271056666650989	1.26975890062758e-09	Non-significant
LRRC1	-0.133438981	1.27317896394325e-09	Non-significant
PLD3	0.36481088891416	1.27860104617566e-09	Non-significant
STX1A	-0.059992912	1.28541227663424e-09	Non-significant
